Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S00048,1.4770510372766619,0,1,4,-0.9415887811860748,0.44495469945921323,-1.0636081732362561,-1.7178581604508256,0.31412598237248773,2,77,0,5,0
S00049,-1.4050385505410514,1,0,0,-1.7322738962285817,-1.3366456987758755,1.30230955615028,-0.3919303142127512,-1.1259733279979738,1,53,3,2,0
S00050,1.0795214389569772,1,0,1,-0.06618740381758507,1.3357548985767576,0.41509040763032895,0.37571212308297613,0.9477696789354908,2,95,3,3,0
S00051,1.2782862381168194,1,0,4,-1.358110404288824,0.44495469945921323,-0.9157383151495977,1.0735688842609101,-0.3195177141905153,1,77,3,1,1
S00052,0.1850798427376869,2,2,2,1.4445859409957762,1.3357548985767576,-1.408637842105126,1.0735688842609101,-0.49232963143497066,2,65,3,5,1
S00053,-0.7093617534816034,1,2,3,-0.9839469123490663,-0.4458454996583311,1.4008894615413856,-1.6480724843330323,-1.0683693555831553,1,66,2,1,0
S00054,1.3776686376967406,1,2,4,0.7386170882792522,1.3357548985767576,0.41509040763032895,-0.7408586948017182,1.6390173479133123,0,36,1,3,0
S00055,-1.3056561509611302,1,0,1,0.6891992685890955,0.44495469945921323,1.4501794142369384,-1.7178581604508256,1.6966213203281308,0,32,3,1,0
S00056,0.980139039377056,1,1,2,1.522242514794594,-0.4458454996583311,0.16864064415256474,-0.2523589619771644,1.5814133754984938,2,40,3,5,0
S00057,0.6819918406372927,1,2,4,0.9574674326213747,-1.3366456987758755,1.3515995088458328,-0.3221446380949578,-1.5868051073165215,2,58,3,4,0
S00058,-0.013684956422155378,0,2,4,1.1057208916918446,1.3357548985767576,0.46438036032588176,-0.7408586948017182,-0.3195177141905153,2,96,1,5,1
S00059,-1.5044209501209724,0,2,1,-0.30621681374120324,1.3357548985767576,0.020770786065906238,-0.4617159903305446,-1.7020130521461583,1,39,2,5,0
S00060,1.1789038385368984,0,0,1,-0.7650965680069438,-0.4458454996583311,-1.5072177474962316,-1.5085011320974455,-1.2411812728276106,2,76,3,4,0
S00061,0.980139039377056,1,0,0,0.9362883670398789,-0.4458454996583311,-0.12709907202075227,-0.2523589619771644,-0.2619137417756968,2,98,1,5,0
S00062,-0.6099793539016822,1,1,3,0.4279907930839817,-1.3366456987758755,-1.6057976528873374,-0.3919303142127512,-0.4347256590201522,1,58,1,1,0
S00063,-1.106891351801288,0,1,4,1.1268999572733405,-1.3366456987758755,1.4501794142369384,1.0037832081431166,1.2357895410095832,0,34,1,2,0
S00064,-1.2062737513812092,1,2,2,0.6680202030075998,-1.3366456987758755,-0.3242588828029636,-1.089787075390685,-0.9531614107535183,0,74,3,4,0
S00065,-1.5044209501209724,0,2,1,0.16678231757886783,-0.4458454996583311,-1.2114780313229148,-0.8106443709195116,0.02610612029839546,0,53,2,2,0
S00066,1.6758158364365041,0,2,0,0.8515721047138961,-1.3366456987758755,0.9572798872814101,1.4922829409676703,0.02610612029839546,2,37,2,4,0
S00067,-1.6038033497008937,0,1,4,0.7103783341705913,-1.3366456987758755,1.0558597926725157,0.16635509472959595,0.6597498168613986,0,74,1,3,0
S00068,-1.5044209501209724,0,2,2,-0.8639322073872572,-1.3366456987758755,-0.3735488354985165,-0.3919303142127512,0.2565220099576693,1,52,3,1,0
S00069,1.1789038385368984,1,1,0,-0.8780515844415876,-0.4458454996583311,-0.817158409758492,1.6318542932032571,-0.9531614107535183,0,41,2,2,0
S00070,-0.013684956422155378,0,2,3,1.4304665639414458,-0.4458454996583311,-0.3735488354985165,-0.3919303142127512,-0.14670579694605992,2,98,0,1,0
S00071,-1.2062737513812092,0,2,4,-0.34151525637702945,1.3357548985767576,1.1051497453680685,-1.229358427626272,0.5445418720317616,2,54,2,4,0
S00072,-0.9081265526414457,0,1,1,-0.8427531418057614,1.3357548985767576,-0.1763890247163051,1.1433545603787034,-0.8379534659238814,1,89,2,5,0
S00073,-1.2062737513812092,1,2,3,1.3669293671969587,1.3357548985767576,-1.5072177474962316,-1.438715455979652,-0.031497852116422996,1,38,0,4,1
S00074,0.980139039377056,0,1,4,1.2539743507623147,-0.4458454996583311,-1.6550876055828903,-0.3919303142127512,-1.6444090797313398,2,49,3,4,1
S00075,1.1789038385368984,1,0,1,-0.9415887811860748,1.3357548985767576,-1.0636081732362561,-0.18257328585937102,0.6597498168613986,1,98,0,4,0
S00076,-0.5105969543217611,0,0,0,-1.2451553878541801,0.44495469945921323,-0.6199985989762806,1.1433545603787034,0.60214584444658,0,97,0,5,1
S00077,0.4832270414774503,1,2,2,1.4234068754142806,-1.3366456987758755,-1.408637842105126,1.3527115887320835,0.9477696789354908,2,55,3,5,0
S00078,1.0795214389569772,0,1,2,-0.3909330760671861,-1.3366456987758755,-1.1621880786273617,-1.089787075390685,-1.298785245242429,2,69,3,1,0
S00079,-0.11306735600207653,1,2,0,1.5293022033217591,1.3357548985767576,-0.9157383151495977,1.6318542932032571,-0.7803494935090629,1,32,1,3,1
S00080,0.5826094410573714,0,2,1,1.6563765968107333,1.3357548985767576,-1.4579277948006788,-0.18257328585937102,-1.3563892176572476,2,81,2,3,0
S00081,-1.5044209501209724,1,1,1,-1.4428266666148069,-1.3366456987758755,-0.7185785043673864,-1.5782868082152388,1.5238094030836753,1,83,2,5,0
S00082,-0.9081265526414457,1,1,3,1.585779711539081,-1.3366456987758755,1.4994693669324912,0.5850691514363563,1.35099748583922,2,76,1,4,1
S00083,0.08569744315776577,1,2,2,-0.976887223821901,-1.3366456987758755,1.006569839976963,-1.6480724843330323,-1.0683693555831553,2,38,2,2,0
S00084,0.8807566397971349,0,2,3,-0.5815446663006476,1.3357548985767576,-0.6692885516718334,-1.089787075390685,0.31412598237248773,1,97,1,4,0
S00085,-1.703185749280815,0,2,2,-0.6944996827352914,0.44495469945921323,0.41509040763032895,1.0037832081431166,-0.4347256590201522,2,65,1,3,0
S00086,1.0795214389569772,0,1,2,-0.29209743668687277,0.44495469945921323,0.9572798872814101,0.7246405036719431,1.2933935134244015,2,51,3,3,0
S00087,0.5826094410573714,0,2,3,0.8162736620780698,-0.4458454996583311,-0.9650282678451505,-0.3919303142127512,0.42933392720212465,2,98,1,2,0
S00088,1.0795214389569772,1,2,1,1.3245712360339672,-1.3366456987758755,0.5136703130214346,-1.6480724843330323,0.60214584444658,1,86,3,3,0
S00089,0.6819918406372927,1,2,2,-1.005125977930562,1.3357548985767576,0.5136703130214346,1.5620686170854639,-0.031497852116422996,2,96,3,3,1
S00090,-1.2062737513812092,0,2,3,-0.4050524531215166,1.3357548985767576,0.11935069145701191,1.4922829409676703,-1.1259733279979738,2,89,2,2,1
S00091,-1.0075089522213667,1,1,0,-0.8215740762242657,-1.3366456987758755,-0.4228387881940693,-0.880430047037305,1.1205815961799461,2,59,1,2,0
S00092,-1.0075089522213667,1,2,1,0.20208076021469404,1.3357548985767576,-1.408637842105126,-0.6012873425661314,0.717353789276217,0,61,2,4,0
S00093,-1.2062737513812092,1,2,2,0.36445359633949453,-1.3366456987758755,0.020770786065906238,-0.3919303142127512,-1.183577300412792,2,57,3,4,0
S00094,-1.106891351801288,0,0,1,0.30797608812217264,-1.3366456987758755,0.9572798872814101,-1.5085011320974455,0.8901657065206723,1,62,0,3,1
S00095,1.2782862381168194,1,0,3,-0.9910066008762315,-1.3366456987758755,1.1051497453680685,1.4922829409676703,0.60214584444658,2,93,0,4,0
S00096,0.5826094410573714,1,0,4,-0.9839469123490663,-1.3366456987758755,1.006569839976963,-0.8106443709195116,-0.7227455210942445,2,62,2,2,1
S00097,-1.0075089522213667,1,2,3,1.0492433834745227,0.44495469945921323,-0.8664483624540448,-0.6012873425661314,-0.08910182453124146,0,81,0,3,1
S00098,1.3776686376967406,0,2,4,-0.5744849777734823,0.44495469945921323,-0.07780911932519943,-1.6480724843330323,0.31412598237248773,2,50,3,3,0
S00099,0.08569744315776577,0,2,3,-1.682856076538425,0.44495469945921323,1.5487593196280443,-1.3689297798618587,0.31412598237248773,2,48,2,4,0
S00100,1.3776686376967406,0,2,1,-0.16502304319789843,-1.3366456987758755,1.0558597926725157,0.02678374249400916,-1.4715971624868844,0,79,1,5,0
S00101,-1.2062737513812092,1,1,4,-0.6450818630451347,1.3357548985767576,-1.6550876055828903,-0.3919303142127512,-0.8955574383386998,2,67,1,1,0
S00102,0.7813742402172138,1,0,3,-1.005125977930562,-0.4458454996583311,-1.408637842105126,0.23614077084738935,1.6390173479133123,0,68,3,4,1
S00103,-0.7093617534816034,0,2,4,-1.7322738962285817,0.44495469945921323,1.1051497453680685,-1.3689297798618587,0.8325617341058539,0,85,0,5,0
S00104,-0.41121455474183993,0,2,4,0.18796138316036354,1.3357548985767576,0.8586999818903045,1.2829259126142902,0.717353789276217,1,78,3,1,0
S00105,0.3838446418975292,0,2,3,0.039707924089893515,0.44495469945921323,0.5629602657169874,-0.9502157231550984,1.0629776237651276,2,37,2,2,0
S00106,0.08569744315776577,0,2,4,-1.534602617467955,1.3357548985767576,-0.5707086462807278,-0.531501666448338,-0.6651415486794261,0,35,2,4,0
S00107,-1.0075089522213667,1,2,0,-0.8851112729687529,1.3357548985767576,1.1544396980636216,-0.3221446380949578,1.5238094030836753,2,89,1,1,0
S00108,1.3776686376967406,1,2,1,-1.506363863359294,-1.3366456987758755,0.46438036032588176,-0.9502157231550984,1.2933935134244015,2,89,1,4,0
S00109,-0.5105969543217611,1,0,0,-0.299157125214038,-1.3366456987758755,-0.3735488354985165,-1.1595727515084786,-0.6651415486794261,2,95,3,4,0
S00110,0.08569744315776577,1,2,1,0.4703489242469731,1.3357548985767576,-1.2114780313229148,-1.229358427626272,-0.14670579694605992,2,35,1,1,1
S00111,-1.4050385505410514,0,2,1,1.148079022854836,0.44495469945921323,0.16864064415256474,-1.089787075390685,1.1781855685947646,2,48,0,2,1
S00112,-0.11306735600207653,1,0,2,0.45622954719264264,-1.3366456987758755,-1.5072177474962316,-1.5782868082152388,1.0629776237651276,0,88,1,5,0
S00113,0.5826094410573714,0,1,0,1.1198402687461753,-0.4458454996583311,-1.0636081732362561,-0.6710730186839248,-0.2619137417756968,1,95,2,5,1
S00114,-1.703185749280815,0,1,2,0.07500636672571971,1.3357548985767576,-0.3735488354985165,0.5152834753185629,1.0629776237651276,0,64,3,3,0
S00115,-1.4050385505410514,1,2,2,1.2963324819253061,-1.3366456987758755,0.710830123803646,-0.531501666448338,1.6390173479133123,1,81,1,1,1
S00116,1.4770510372766619,1,2,2,0.5409458095186255,-1.3366456987758755,-1.3100579367140204,1.5620686170854639,0.2565220099576693,0,72,2,5,1
S00117,0.8807566397971349,1,0,4,0.27267764548634643,-1.3366456987758755,-1.1621880786273617,-1.6480724843330323,0.717353789276217,0,52,0,3,1
S00118,1.6758158364365041,0,2,4,-1.2592747649085105,-0.4458454996583311,-0.22567897741185794,-1.089787075390685,0.19891803754285084,0,75,0,1,0
S00119,1.1789038385368984,0,0,0,0.6468411374261042,0.44495469945921323,1.0558597926725157,-1.089787075390685,1.4086014582540385,1,62,0,3,0
S00120,1.6758158364365041,0,2,4,-1.4922444863049635,0.44495469945921323,-0.8664483624540448,1.6318542932032571,0.42933392720212465,2,97,0,4,0
S00121,-1.5044209501209724,1,2,1,0.40681172750248595,-0.4458454996583311,-1.5565077001917844,-0.9502157231550984,-1.6444090797313398,2,93,0,4,1
S00122,-1.6038033497008937,0,2,4,0.6115426947902779,-0.4458454996583311,-0.521418693585175,0.8642118559075299,1.35099748583922,0,66,3,2,1
S00123,-0.013684956422155378,0,2,3,-0.8215740762242657,0.44495469945921323,0.8586999818903045,-1.0200013992728918,0.60214584444658,1,37,3,1,1
S00124,-1.703185749280815,1,0,1,1.2539743507623147,1.3357548985767576,-0.2749689301074108,-0.8106443709195116,-0.8955574383386998,1,56,0,5,0
S00125,0.980139039377056,1,2,1,1.6069587771205767,-1.3366456987758755,-1.3100579367140204,-0.04300193362378423,1.2933935134244015,0,79,0,3,1
S00126,-0.8087441530615246,1,1,3,1.6704959738650638,0.44495469945921323,1.5487593196280443,0.6548548275541497,-0.5499336038497892,1,39,3,5,0
S00127,0.2844622423176081,0,0,0,-0.17914242025222893,0.44495469945921323,-0.817158409758492,-1.089787075390685,-0.7803494935090629,2,83,3,3,0
S00128,-1.5044209501209724,0,1,3,0.4774086127741384,0.44495469945921323,1.6473392250191499,-1.0200013992728918,-1.5868051073165215,1,52,1,3,1
S00129,-1.703185749280815,0,1,0,-0.623902797463639,1.3357548985767576,0.6615401711080932,1.2829259126142902,-0.8379534659238814,0,38,1,1,0
S00130,0.1850798427376869,1,2,0,1.3245712360339672,-0.4458454996583311,-0.07780911932519943,-1.3689297798618587,1.1205815961799461,2,86,3,2,0
S00131,-1.4050385505410514,0,0,1,1.0916015146375142,0.44495469945921323,-1.3593478894095732,-0.3919303142127512,1.466205430668857,2,94,2,2,0
S00132,0.7813742402172138,1,2,1,1.2680937278166453,-1.3366456987758755,-1.3100579367140204,1.0037832081431166,-0.6075375762646076,2,96,3,1,0
S00133,-1.6038033497008937,1,1,2,0.5974233177359475,1.3357548985767576,1.2037296507591744,-0.11278760974157763,-1.298785245242429,1,91,2,3,0
S00134,-1.5044209501209724,0,1,2,-1.0616034861478838,-0.4458454996583311,-0.521418693585175,0.7246405036719431,0.19891803754285084,2,38,3,1,0
S00135,-0.41121455474183993,1,2,3,-0.9415887811860748,-0.4458454996583311,-0.6199985989762806,0.7944261797897365,-0.9531614107535183,2,40,3,5,0
S00136,1.4770510372766619,0,1,4,0.23737920285052022,1.3357548985767576,0.16864064415256474,-0.2523589619771644,1.1781855685947646,2,70,1,1,0
S00137,0.2844622423176081,0,2,2,1.4234068754142806,0.44495469945921323,0.8094100291947516,0.9339975320253233,0.7749577616910355,2,81,3,3,0
S00138,1.5764334368565829,1,2,4,-0.772156256534109,-0.4458454996583311,0.8586999818903045,-0.531501666448338,-0.6075375762646076,0,38,2,3,0
S00139,-0.5105969543217611,0,2,2,1.3386906130882976,0.44495469945921323,-0.9650282678451505,1.3527115887320835,1.0053736513503093,2,70,1,5,0
S00140,1.6758158364365041,0,2,0,1.317511547506802,-1.3366456987758755,1.598049272323597,-0.8106443709195116,1.35099748583922,2,59,1,5,0
S00141,-0.8087441530615246,0,2,2,-0.6027237318821433,1.3357548985767576,-1.704377558278443,0.5850691514363563,0.02610612029839546,2,47,0,5,0
S00142,1.1789038385368984,0,0,0,0.025588547035563035,-0.4458454996583311,0.3658004549347761,-1.089787075390685,-1.4715971624868844,0,86,2,3,0
S00143,-1.0075089522213667,0,2,0,0.27267764548634643,-1.3366456987758755,0.5629602657169874,-0.6012873425661314,-0.9531614107535183,0,55,1,4,0
S00144,-1.0075089522213667,0,2,3,-0.8427531418057614,-0.4458454996583311,1.1544396980636216,-0.3221446380949578,0.42933392720212465,2,92,0,1,0
S00145,-0.013684956422155378,0,0,2,1.4304665639414458,0.44495469945921323,-0.5707086462807278,-0.531501666448338,-0.7227455210942445,2,53,0,2,0
S00146,-0.9081265526414457,1,1,1,-0.43329120723017756,1.3357548985767576,0.8586999818903045,-1.0200013992728918,-0.7227455210942445,2,66,0,5,1
S00147,-0.21244975558199766,1,1,1,1.1198402687461753,-0.4458454996583311,1.6473392250191499,1.0037832081431166,1.5814133754984938,1,87,3,2,0
S00148,0.2844622423176081,0,0,3,0.7103783341705913,-0.4458454996583311,0.6615401711080932,1.3527115887320835,0.8325617341058539,0,43,0,2,0
S00149,-0.7093617534816034,0,2,1,1.5293022033217591,-0.4458454996583311,-1.6057976528873374,-1.089787075390685,0.5445418720317616,2,95,2,1,0
S00150,-0.6099793539016822,1,2,2,1.1621983999091665,-0.4458454996583311,1.6966291777147027,-1.438715455979652,0.42933392720212465,2,87,3,3,1
S00151,-0.6099793539016822,1,2,2,0.9221689899855485,0.44495469945921323,0.16864064415256474,-0.3221446380949578,0.9477696789354908,0,38,0,5,0
S00152,0.7813742402172138,1,0,1,-1.1251406828923711,-1.3366456987758755,1.006569839976963,0.09656941861180256,-1.298785245242429,2,50,2,2,1
S00153,1.2782862381168194,0,2,1,-1.2451553878541801,-1.3366456987758755,-1.1621880786273617,0.5152834753185629,-1.4715971624868844,2,73,0,5,0
S00154,0.5826094410573714,0,2,1,-0.7792159450612743,1.3357548985767576,1.6473392250191499,-0.4617159903305446,1.1781855685947646,0,85,0,3,0
S00155,1.3776686376967406,1,1,1,1.0986612031646794,-0.4458454996583311,0.020770786065906238,1.0037832081431166,-0.49232963143497066,0,80,1,1,0
S00156,-0.41121455474183993,1,2,0,-1.1957375681640234,-0.4458454996583311,1.3515995088458328,-1.5782868082152388,1.0629776237651276,0,63,0,4,1
S00157,-1.4050385505410514,0,0,2,-1.4287072895604764,0.44495469945921323,-1.2607679840184676,-0.9502157231550984,-0.6651415486794261,0,42,3,2,0
S00158,0.5826094410573714,2,1,4,1.204556531072158,1.3357548985767576,-0.12709907202075227,-0.3221446380949578,-1.4715971624868844,0,92,3,1,0
S00159,-0.6099793539016822,1,0,4,1.1974968425449928,0.44495469945921323,-0.47212874088962214,1.3527115887320835,-1.0107653831683368,2,97,1,2,0
S00160,-0.7093617534816034,0,2,1,-1.0121856664577271,-0.4458454996583311,1.1051497453680685,-1.438715455979652,0.9477696789354908,1,40,2,5,0
S00161,-0.7093617534816034,0,2,3,-0.17208273172506366,-1.3366456987758755,-0.028519166629646597,-0.4617159903305446,1.0053736513503093,1,84,0,5,0
S00162,0.2844622423176081,1,2,4,-0.5109477810289952,0.44495469945921323,1.2037296507591744,-0.6710730186839248,1.2357895410095832,1,95,0,2,0
S00163,-0.6099793539016822,1,2,2,-0.07324709234475033,1.3357548985767576,0.3165105022392233,-1.7178581604508256,0.2565220099576693,0,94,1,4,0
S00164,1.1789038385368984,0,0,0,-0.80039501064277,-1.3366456987758755,1.0558597926725157,0.23614077084738935,1.4086014582540385,2,79,2,5,0
S00165,-1.4050385505410514,1,1,4,0.44916985866547743,-0.4458454996583311,-1.3593478894095732,-0.2523589619771644,-0.9531614107535183,2,43,3,1,0
S00166,-1.0075089522213667,2,2,0,-0.5109477810289952,-0.4458454996583311,0.46438036032588176,0.9339975320253233,1.1205815961799461,2,32,0,1,0
S00167,-0.6099793539016822,0,1,0,0.9715868096757051,0.44495469945921323,0.2672205495436704,-0.6012873425661314,-1.3563892176572476,1,91,1,2,1
S00168,-0.3118321551619188,1,0,0,1.4022278098327847,1.3357548985767576,-1.6550876055828903,1.7016399693210507,0.31412598237248773,2,62,3,5,0
S00169,-1.703185749280815,0,2,4,1.0633627605288534,0.44495469945921323,-0.5707086462807278,1.4922829409676703,-0.8379534659238814,2,85,1,4,1
S00170,-0.3118321551619188,0,2,4,1.1974968425449928,1.3357548985767576,-0.4228387881940693,-0.880430047037305,-0.14670579694605992,1,92,2,1,0
S00171,-1.6038033497008937,0,2,1,0.4985876783556341,1.3357548985767576,0.6615401711080932,-1.089787075390685,-0.6075375762646076,2,60,1,1,0
S00172,-1.0075089522213667,0,2,0,1.0774821375831838,1.3357548985767576,-0.817158409758492,0.02678374249400916,-1.183577300412792,1,48,1,4,0
S00173,-1.4050385505410514,1,2,0,1.7199137935552204,0.44495469945921323,0.3165105022392233,0.5850691514363563,0.3717299547873062,0,33,1,1,1
S00174,-0.5105969543217611,1,0,3,0.14560325199737212,-0.4458454996583311,0.9079899345858573,0.9339975320253233,1.5238094030836753,2,89,0,1,0
S00175,-0.013684956422155378,0,1,3,1.5081231377402633,0.44495469945921323,1.0558597926725157,-0.3221446380949578,1.1205815961799461,2,90,1,2,1
S00176,-0.11306735600207653,0,2,2,-1.386349158397485,0.44495469945921323,-1.0636081732362561,-1.089787075390685,-0.4347256590201522,0,50,0,3,1
S00177,-0.3118321551619188,1,2,3,-1.2663344534356757,-0.4458454996583311,1.6966291777147027,1.422497264849877,0.42933392720212465,2,90,1,2,0
S00178,-0.8087441530615246,0,0,0,-0.9062903385502487,1.3357548985767576,-0.9157383151495977,-1.1595727515084786,1.2357895410095832,2,72,1,4,0
S00179,1.0795214389569772,0,2,0,0.5480054980457908,-1.3366456987758755,1.5487593196280443,-0.11278760974157763,-0.8379534659238814,0,74,1,2,0
S00180,-0.41121455474183993,1,2,3,-0.2779780596325423,1.3357548985767576,0.5136703130214346,-0.11278760974157763,-1.7020130521461583,2,71,0,1,0
