studentID,topic,attempts,timeTaken,PreviousScoreAverage,correct
1,Topic_5,1,101.01633238592612,0.66,1
1,Topic_9,3,45.5547656090081,0.71,0
1,Topic_9,2,33.251234067517146,0.67,1
1,Topic_8,3,67.09856436860318,0.69,0
1,Topic_9,3,56.73814534643964,0.68,1
1,Topic_1,2,25.228976277182568,0.7,0
1,Topic_7,2,69.45112407901512,0.82,1
1,Topic_4,1,75.86135263293565,0.74,0
1,Topic_9,3,66.27959203758903,0.72,1
1,Topic_8,1,67.7255290081299,0.79,1
1,Topic_3,2,42.25101567818371,0.8,0
1,Topic_6,2,55.27096133039482,0.83,1
1,Topic_1,1,52.71954678256345,0.81,1
1,Topic_3,2,53.808575802148404,0.84,0
1,Topic_3,1,46.603195895561655,0.81,0
1,Topic_5,2,78.15597949704959,0.83,1
1,Topic_8,1,80.45153236427556,0.89,0
1,Topic_9,2,40.38128550495937,0.76,1
1,Topic_1,1,67.57480918470685,0.92,1
1,Topic_5,2,58.26789885114401,0.93,1
1,Topic_2,3,64.06592623113394,1.01,1
1,Topic_8,2,42.24640248083193,0.92,1
1,Topic_8,2,56.439120581899964,1.02,1
1,Topic_0,2,51.761206389535474,0.99,1
1,Topic_6,1,84.48616955897452,0.88,1
1,Topic_7,1,60.02720416792015,1.0,1
1,Topic_5,2,68.51652551636437,0.98,1
1,Topic_0,2,69.70744045180565,0.99,1
1,Topic_5,3,63.40476451829024,0.99,1
1,Topic_2,2,66.58990710155152,0.99,1
1,Topic_7,2,46.753820122807,0.97,1
1,Topic_4,1,64.2148780160255,0.97,1
1,Topic_7,2,83.32384014954903,0.95,1
1,Topic_0,1,50.66644252640582,0.98,1
1,Topic_0,2,66.72973011078008,1.0,1
1,Topic_0,3,88.05635846723276,1.08,1
1,Topic_3,3,79.16497343682637,0.97,1
1,Topic_2,1,56.73478195159169,1.05,1
1,Topic_6,1,50.59713195692768,0.93,1
1,Topic_3,3,52.15217859619335,1.05,1
1,Topic_2,2,53.830641140102784,1.05,1
1,Topic_1,1,39.8653076023501,0.83,1
1,Topic_5,1,76.85312672537275,1.11,1
1,Topic_8,1,69.36179725578234,1.03,1
1,Topic_9,3,87.20499863818361,1.02,1
2,Topic_4,3,63.65530817237868,0.63,1
2,Topic_4,3,39.648217733721566,0.72,0
2,Topic_3,3,52.83927404137019,0.58,0
2,Topic_6,3,76.04216928061304,0.75,1
2,Topic_5,2,46.80798239629865,0.68,0
2,Topic_5,1,44.96205953043287,0.77,1
2,Topic_1,1,67.07462931672103,0.73,0
2,Topic_4,2,77.00013037603611,0.66,1
2,Topic_7,1,59.3212556439102,0.71,1
2,Topic_0,3,74.75256459537698,0.75,0
2,Topic_6,1,44.00517782640047,0.79,1
2,Topic_5,3,74.3890623912781,0.68,0
2,Topic_2,3,82.88744935876247,0.72,1
2,Topic_2,1,74.64463689721654,0.73,1
2,Topic_4,2,39.67413066723101,0.7,1
2,Topic_5,3,39.93232764287433,0.65,1
2,Topic_8,1,65.43714688207953,0.79,1
2,Topic_1,2,82.14987938144444,0.76,1
2,Topic_2,1,75.55737697416937,0.82,1
2,Topic_8,3,52.962365218429426,0.68,1
2,Topic_4,2,80.3080856124812,0.74,0
2,Topic_3,1,61.647901095648734,0.78,1
2,Topic_9,2,59.16772562553489,0.87,1
2,Topic_5,3,63.37853029208405,0.77,1
2,Topic_4,2,69.34274898521248,0.76,1
2,Topic_1,2,45.956324575830656,0.63,0
2,Topic_4,3,55.97605407075731,0.82,1
2,Topic_2,1,77.29867779642683,0.84,1
2,Topic_9,3,80.13132756458873,0.85,1
2,Topic_0,2,80.52947336298523,0.84,1
2,Topic_8,2,72.03978383411145,0.75,1
2,Topic_1,3,81.66508187972717,0.86,1
2,Topic_5,1,85.7789906102053,0.93,1
2,Topic_3,3,39.29847812677663,0.84,1
2,Topic_7,1,81.29509466315616,0.84,1
2,Topic_4,2,35.02960205707488,0.81,1
2,Topic_2,3,50.96615695676736,0.89,1
2,Topic_2,1,45.90180320508967,0.98,0
2,Topic_6,2,55.20959988699513,0.91,1
2,Topic_2,2,52.06914021750443,0.88,1
2,Topic_7,2,44.47136516370939,0.87,0
2,Topic_3,3,47.7198452202213,0.92,1
2,Topic_5,3,78.06952608863737,0.89,1
2,Topic_7,1,44.10631280675027,0.94,1
2,Topic_4,1,71.36261565070957,0.96,0
2,Topic_8,2,61.0350826703855,0.89,1
2,Topic_6,1,27.11804915637032,0.97,1
2,Topic_8,3,67.06555247127031,0.93,1
2,Topic_6,3,45.666893390993614,0.95,1
2,Topic_6,2,52.66845264816701,0.87,1
3,Topic_1,1,27.349779160917265,0.39,0
3,Topic_2,2,61.16052461471428,0.37,0
3,Topic_4,2,82.19150891743237,0.53,1
3,Topic_7,2,80.93597903892847,0.37,1
3,Topic_7,1,28.813084155382555,0.45,1
3,Topic_3,3,50.2403614631726,0.44,1
3,Topic_2,3,71.96226306717472,0.48,0
3,Topic_5,3,49.13997305093552,0.46,0
3,Topic_6,2,64.28970249282426,0.58,1
3,Topic_1,2,50.060643615812296,0.53,0
3,Topic_5,3,69.60873010423727,0.48,0
3,Topic_3,2,56.79791044638999,0.53,1
3,Topic_0,1,101.75666135233577,0.46,1
3,Topic_4,2,91.00566002627069,0.45,0
3,Topic_1,1,75.0943921382166,0.53,1
3,Topic_7,3,95.84817408327486,0.54,1
3,Topic_0,3,62.54593926585561,0.59,1
3,Topic_3,1,67.32066119068124,0.67,1
3,Topic_4,2,51.08225920913626,0.63,0
3,Topic_7,2,51.39369299537753,0.58,1
3,Topic_6,1,73.06687055147539,0.61,0
3,Topic_7,3,86.58566980466394,0.62,1
3,Topic_2,1,25.104724297503346,0.72,1
3,Topic_1,2,56.41232000954747,0.7,1
3,Topic_8,2,63.63022716101695,0.59,0
3,Topic_1,3,37.821206313302376,0.74,0
3,Topic_8,3,85.58737289006528,0.69,0
3,Topic_8,1,53.109586506896335,0.66,0
3,Topic_4,2,54.71812919544489,0.69,0
3,Topic_4,2,54.78709899340568,0.77,1
3,Topic_7,3,48.308607061837,0.63,0
3,Topic_8,1,53.58888086325787,0.72,1
3,Topic_4,2,80.78854981936648,0.81,1
3,Topic_0,2,44.12421895729422,0.74,1
3,Topic_3,2,53.89583649191878,0.71,0
3,Topic_8,2,64.19952939479731,0.74,1
3,Topic_1,3,73.01773554994773,0.76,0
3,Topic_5,1,86.73245427804119,0.84,1
3,Topic_9,2,63.75365898860473,0.77,1
3,Topic_5,2,55.06089439416273,0.81,0
3,Topic_0,3,60.835873684330416,0.9,1
3,Topic_5,1,57.629881521315156,0.84,1
3,Topic_4,1,44.81843437109749,0.79,1
3,Topic_6,3,59.0178396936381,0.92,1
3,Topic_6,3,37.45852473554095,0.88,1
3,Topic_3,2,59.90019818053144,0.84,1
3,Topic_7,3,75.58239217667894,0.88,1
3,Topic_6,3,55.96666964167754,0.87,0
3,Topic_1,1,98.60039704874791,0.94,1
3,Topic_3,2,80.24556940966042,0.93,1
4,Topic_8,3,51.84862843299352,0.3,1
4,Topic_7,2,82.55989482874033,0.3,0
4,Topic_0,3,6.476920509601769,0.35,1
4,Topic_6,3,56.17768097441453,0.37,0
4,Topic_7,2,55.58450008472541,0.4,0
4,Topic_8,1,79.07332642491238,0.33,0
4,Topic_4,3,50.63956059539184,0.38,1
4,Topic_9,3,58.044822810191874,0.47,0
4,Topic_5,3,66.61452272791904,0.43,1
4,Topic_4,3,66.6639496722906,0.32,0
4,Topic_4,2,46.49200672219285,0.33,1
4,Topic_5,2,86.47030401394078,0.35,0
4,Topic_9,3,77.08736359292516,0.35,1
4,Topic_9,1,69.0901492701846,0.41,1
4,Topic_6,1,78.77477207099736,0.5,1
4,Topic_9,1,59.5356262404514,0.55,0
4,Topic_9,2,61.31549224292604,0.44,0
4,Topic_1,3,53.727854489860924,0.54,1
4,Topic_1,2,77.27138061697099,0.5,0
4,Topic_7,2,45.32440833577452,0.5,1
4,Topic_9,3,21.32676855506262,0.49,1
4,Topic_1,3,50.306859572655014,0.6,0
4,Topic_3,1,83.55741952891708,0.59,1
4,Topic_4,1,63.857071951409566,0.51,1
4,Topic_8,2,60.3913657531625,0.56,0
4,Topic_2,2,48.66925601470016,0.55,1
4,Topic_7,1,78.11388255645393,0.6,0
4,Topic_2,3,61.994042778340365,0.58,0
4,Topic_3,1,62.685551948234476,0.53,1
4,Topic_8,3,62.1784016569402,0.58,0
4,Topic_5,1,94.4770329260225,0.61,1
4,Topic_7,3,86.56200953453265,0.58,1
4,Topic_4,2,58.8634375916782,0.57,0
4,Topic_4,2,73.94223761017155,0.69,1
4,Topic_2,1,51.08303177792667,0.65,1
4,Topic_1,3,69.31008146326018,0.72,1
4,Topic_1,1,70.33554304822458,0.65,0
4,Topic_3,1,69.49412450690198,0.66,1
4,Topic_4,2,61.83080901754507,0.71,1
4,Topic_9,3,63.115315307446664,0.6,1
4,Topic_2,3,55.8075140129994,0.73,1
4,Topic_6,2,56.800914360513126,0.75,1
4,Topic_2,3,71.87473721884186,0.84,1
4,Topic_8,2,65.10101445787846,0.72,1
4,Topic_7,2,55.36241814797041,0.62,0
4,Topic_1,3,79.47266561752045,0.78,1
4,Topic_0,1,31.05473105528764,0.77,1
4,Topic_2,1,85.70360986233308,0.78,1
4,Topic_3,3,75.98220562598027,0.92,1
4,Topic_9,3,50.2444358389496,0.78,1
5,Topic_8,2,32.07976644484765,0.5,1
5,Topic_3,3,30.994825483386595,0.46,0
5,Topic_3,2,74.76483597714875,0.52,0
5,Topic_1,1,58.54350648895015,0.54,0
5,Topic_3,2,64.33752965861727,0.66,1
5,Topic_7,2,53.76198987882323,0.54,0
5,Topic_9,3,52.56046430510294,0.55,1
5,Topic_9,1,97.52547319290665,0.58,1
5,Topic_1,2,81.30756371984782,0.54,0
5,Topic_4,1,58.693367349564156,0.62,1
5,Topic_4,2,95.36064547549063,0.63,0
5,Topic_9,3,26.314992015092457,0.54,1
5,Topic_4,1,64.28798086087357,0.61,1
5,Topic_9,3,57.34579158758926,0.56,1
5,Topic_2,2,56.46814916692959,0.61,1
5,Topic_2,1,70.42141546269809,0.56,0
5,Topic_7,3,73.61242152625884,0.62,1
5,Topic_7,1,70.22837234439467,0.72,0
5,Topic_9,1,76.52485070994551,0.64,1
5,Topic_4,1,53.03239611746268,0.59,0
5,Topic_2,2,75.12781237167873,0.72,1
5,Topic_8,2,75.60308892335493,0.65,1
5,Topic_2,3,78.09763449762535,0.62,1
5,Topic_8,3,83.50961799958428,0.68,1
5,Topic_0,1,56.27605648822327,0.64,1
5,Topic_0,1,71.29956403616474,0.61,0
5,Topic_4,2,63.99870820042405,0.67,1
5,Topic_0,3,54.732889592687414,0.75,0
5,Topic_5,3,53.30349578174208,0.71,1
5,Topic_1,2,71.27853927049048,0.76,1
5,Topic_2,2,52.79802198456224,0.72,0
5,Topic_9,3,51.201778672179856,0.82,1
5,Topic_7,2,83.4828604385151,0.72,1
5,Topic_9,1,58.3051232719787,0.67,1
5,Topic_3,1,61.334284089145534,0.8,1
5,Topic_1,3,76.82779784140273,0.81,0
5,Topic_5,1,66.46260366500623,0.77,1
5,Topic_9,3,37.117122436128916,0.73,1
5,Topic_8,2,77.45228187046888,0.72,1
5,Topic_6,2,61.11309320700233,0.76,0
5,Topic_3,2,67.58252715917237,0.78,1
5,Topic_1,3,84.39779207549523,0.66,1
5,Topic_1,2,62.94781754552205,0.83,1
5,Topic_5,1,38.608117009960544,0.83,1
5,Topic_1,2,48.88751388048446,0.81,1
5,Topic_0,1,38.19860254088391,0.91,1
5,Topic_3,2,89.44233951068188,0.8,1
5,Topic_5,1,36.24145764771415,0.87,1
5,Topic_5,1,74.09772155294532,0.88,1
5,Topic_2,1,96.03039422753184,0.84,1
6,Topic_3,1,29.373976973635642,0.14,0
6,Topic_9,2,43.390207299805326,0.27,0
6,Topic_2,2,69.34964709981905,0.25,1
6,Topic_5,1,61.99171047396233,0.24,0
6,Topic_6,2,50.295948334416394,0.26,0
6,Topic_7,2,67.8318053588262,0.37,0
6,Topic_6,2,56.9211805557887,0.38,0
6,Topic_4,1,49.66218272865648,0.37,1
6,Topic_1,3,53.095568337092296,0.41,0
6,Topic_0,3,53.63942127000752,0.25,0
6,Topic_2,3,52.060526436806704,0.34,0
6,Topic_2,3,30.038829848107397,0.36,0
6,Topic_5,1,44.658111522023916,0.36,0
6,Topic_6,1,53.70150450331317,0.4,0
6,Topic_6,1,73.09737822928723,0.28,1
6,Topic_3,1,90.02605653795203,0.45,0
6,Topic_1,2,84.60755089331907,0.32,0
6,Topic_1,2,36.76830266231683,0.36,0
6,Topic_0,2,65.93705300156114,0.42,1
6,Topic_4,1,55.62765031509765,0.41,0
6,Topic_4,2,47.28714760365285,0.48,0
6,Topic_6,2,33.904293318328506,0.39,0
6,Topic_5,3,35.606734281168904,0.5,0
6,Topic_1,1,49.378817007087875,0.48,1
6,Topic_0,2,55.50736292741688,0.37,1
6,Topic_0,2,63.81260838369303,0.59,1
6,Topic_4,1,41.10120050440266,0.43,1
6,Topic_8,3,37.31106748741776,0.49,0
6,Topic_6,1,91.15121975341262,0.57,0
6,Topic_9,2,57.58187297145198,0.51,1
6,Topic_3,2,51.73577828301859,0.48,1
6,Topic_6,1,69.43873457840377,0.55,0
6,Topic_0,2,30.026989732018386,0.54,0
6,Topic_5,3,23.173124614165715,0.58,1
6,Topic_3,1,66.78802337732002,0.59,1
6,Topic_5,3,34.88553419192054,0.65,0
6,Topic_4,2,44.401411093117034,0.58,0
6,Topic_0,3,53.590715615884015,0.67,0
6,Topic_4,2,57.54058680597118,0.62,1
6,Topic_9,2,59.598084800465045,0.65,1
6,Topic_8,3,75.75981594011418,0.7,0
6,Topic_5,3,77.8054545834057,0.68,0
6,Topic_6,1,74.85530116556261,0.72,1
6,Topic_2,1,56.21429934803326,0.65,1
6,Topic_3,2,55.09944007533262,0.75,1
6,Topic_8,2,41.58588277294511,0.68,0
6,Topic_1,1,71.29313516420956,0.72,0
6,Topic_4,1,44.56988500306374,0.79,1
6,Topic_7,3,83.79560820238524,0.69,1
6,Topic_2,1,27.699148295944276,0.73,1
7,Topic_4,2,66.76642944874467,0.5,1
7,Topic_1,2,74.72648230487391,0.55,1
7,Topic_6,1,39.15641299854606,0.49,1
7,Topic_9,3,23.753223521812657,0.56,0
7,Topic_1,3,56.20971467998554,0.61,1
7,Topic_2,3,58.54671255577388,0.53,1
7,Topic_9,2,34.605647787069216,0.61,1
7,Topic_2,2,62.698412267302174,0.69,1
7,Topic_9,2,45.15557795144494,0.68,1
7,Topic_6,2,68.25078148536828,0.59,0
7,Topic_5,1,51.28147240375752,0.61,1
7,Topic_1,1,80.96122054590558,0.66,1
7,Topic_4,1,44.97347582153018,0.67,1
7,Topic_2,1,60.732901054885566,0.68,0
7,Topic_5,1,44.10911804295084,0.71,0
7,Topic_0,2,55.87015164741855,0.74,1
7,Topic_1,3,76.04775748051559,0.66,1
7,Topic_7,1,63.59216192558845,0.68,1
7,Topic_1,2,53.292803064241305,0.7,1
7,Topic_8,1,40.32239807753747,0.75,1
7,Topic_9,2,74.45818675192365,0.86,1
7,Topic_6,1,51.79357053919348,0.77,0
7,Topic_3,3,66.21812721569682,0.73,1
7,Topic_6,3,85.62819554650329,0.76,0
7,Topic_0,3,68.53474618777913,0.87,1
7,Topic_5,3,72.14308908008861,0.73,1
7,Topic_8,3,38.44249858886562,0.75,1
7,Topic_8,1,48.61439329187027,0.82,1
7,Topic_9,2,39.819473216467514,0.87,1
7,Topic_8,2,56.30236961168789,0.76,1
7,Topic_5,2,85.08858580256555,0.87,1
7,Topic_5,1,47.625474346012716,0.86,1
7,Topic_9,2,45.13961417043445,0.9,1
7,Topic_4,1,83.75197538076141,0.86,1
7,Topic_9,2,59.69971650983357,0.91,1
7,Topic_6,1,43.61530852991132,0.88,1
7,Topic_5,2,48.70052663492164,0.95,1
7,Topic_1,3,48.76231139056305,0.93,1
7,Topic_7,2,62.33140996114405,1.05,1
7,Topic_1,1,55.63790879783944,0.92,1
7,Topic_2,2,32.456919403450556,0.97,1
7,Topic_3,3,65.82867906796446,1.08,1
7,Topic_8,2,85.34535620038085,1.06,1
7,Topic_8,1,73.2967229552439,0.86,1
7,Topic_6,2,68.52661509384231,1.01,1
7,Topic_6,2,42.181307870369025,0.98,1
7,Topic_3,2,61.309724610128455,1.03,1
7,Topic_7,2,59.624595618822845,1.04,1
7,Topic_4,3,52.25615976094309,1.05,1
7,Topic_7,1,54.42430645060649,0.95,1
8,Topic_1,1,67.94539131535096,0.26,0
8,Topic_7,3,69.48931949676404,0.32,0
8,Topic_2,3,40.762520683177165,0.27,1
8,Topic_3,3,59.06014565696333,0.24,0
8,Topic_8,3,73.23157173361318,0.29,1
8,Topic_9,1,55.462954702678076,0.26,0
8,Topic_3,2,73.68652873888749,0.27,0
8,Topic_6,3,56.62851897160975,0.29,0
8,Topic_9,1,58.877199210977295,0.36,0
8,Topic_7,3,57.38529442447878,0.39,0
8,Topic_3,3,80.51485997205221,0.31,1
8,Topic_9,1,62.750398796687335,0.33,0
8,Topic_6,1,67.69265419619066,0.35,0
8,Topic_9,3,59.535915042665636,0.36,0
8,Topic_2,2,59.398672310151696,0.36,0
8,Topic_0,2,35.79657903184888,0.45,1
8,Topic_9,1,49.03977054294329,0.37,0
8,Topic_5,2,53.89915375430124,0.5,0
8,Topic_1,3,49.343211752475725,0.42,0
8,Topic_4,1,27.57231807371054,0.48,0
8,Topic_1,3,48.69873194480725,0.49,1
8,Topic_4,1,63.8882702751489,0.54,1
8,Topic_5,3,78.4162838972895,0.47,1
8,Topic_2,2,79.48216987270578,0.49,0
8,Topic_7,2,77.91797811759666,0.59,1
8,Topic_4,2,70.784299659976,0.59,1
8,Topic_8,1,48.64807367145809,0.51,0
8,Topic_7,1,46.793070527663915,0.53,0
8,Topic_1,2,60.5788791034055,0.57,1
8,Topic_1,2,43.99475120373186,0.66,0
8,Topic_2,2,67.61753634434436,0.62,1
8,Topic_2,3,56.844447621584315,0.64,1
8,Topic_6,2,28.057303888349377,0.6,0
8,Topic_9,2,55.84780050166619,0.66,1
8,Topic_6,1,54.59709608085078,0.57,1
8,Topic_4,2,69.08309667120605,0.69,0
8,Topic_2,3,71.01673550231482,0.61,1
8,Topic_1,1,73.64010027158064,0.68,0
8,Topic_3,3,49.76504055213759,0.61,0
8,Topic_2,1,59.40391642790738,0.72,1
8,Topic_1,3,72.7825018237775,0.78,1
8,Topic_0,3,69.35323285352456,0.69,1
8,Topic_9,2,75.2631137491013,0.74,1
8,Topic_1,3,71.54297203576498,0.71,0
8,Topic_7,2,47.2421931868605,0.79,1
8,Topic_7,2,47.1284168284771,0.72,1
8,Topic_5,1,43.346649202356005,0.81,1
8,Topic_9,2,61.24620771423076,0.73,1
8,Topic_0,2,69.72420650765788,0.83,1
8,Topic_2,3,71.76049770697655,0.74,1
9,Topic_7,1,63.37027088627829,0.68,0
9,Topic_5,1,53.75708995904789,0.57,1
9,Topic_7,1,93.21377285193414,0.62,1
9,Topic_6,2,87.91973395854592,0.73,1
9,Topic_1,3,84.0917923774694,0.71,1
9,Topic_8,2,76.73853080048042,0.6,1
9,Topic_3,1,61.22344552476548,0.7,1
9,Topic_3,2,49.247665190957925,0.54,1
9,Topic_4,2,71.59649912308308,0.67,0
9,Topic_0,3,87.92708675504447,0.58,1
9,Topic_3,3,77.21113995287409,0.61,0
9,Topic_4,3,65.34250315837264,0.63,1
9,Topic_7,1,62.113293703668056,0.54,0
9,Topic_2,1,51.24881466197806,0.56,1
9,Topic_6,2,70.40783644511882,0.62,0
9,Topic_7,2,61.49858315853615,0.63,1
9,Topic_9,1,53.035194832538004,0.61,0
9,Topic_8,2,65.30224358923,0.63,1
9,Topic_4,2,45.68907378380517,0.58,1
9,Topic_6,2,73.70376939349875,0.58,0
9,Topic_0,3,49.232649209224164,0.6,1
9,Topic_7,3,23.636396095905873,0.67,1
9,Topic_2,3,71.80454348332493,0.58,0
9,Topic_8,2,70.53609853726599,0.63,0
9,Topic_7,1,68.13695792250356,0.68,0
9,Topic_7,2,71.9139701943274,0.56,1
9,Topic_7,1,40.95465019390339,0.57,1
9,Topic_9,2,47.8737026321492,0.6,0
9,Topic_4,2,47.653229079778804,0.61,1
9,Topic_8,2,44.762672715324044,0.62,1
9,Topic_5,1,81.57813726768435,0.63,1
9,Topic_3,1,58.76028322442717,0.58,1
9,Topic_8,1,66.06385792520179,0.57,0
9,Topic_5,1,24.55601346687242,0.57,0
9,Topic_5,2,74.16736458586796,0.58,0
9,Topic_5,3,50.291390430179305,0.61,1
9,Topic_8,2,72.63674887359217,0.6,1
9,Topic_4,1,61.84005473992193,0.7,0
9,Topic_2,1,52.5375201239229,0.58,1
9,Topic_5,1,73.24664665720738,0.61,1
9,Topic_8,3,52.22395650876717,0.67,0
9,Topic_8,3,79.6420934452607,0.59,1
9,Topic_1,1,79.05946590987335,0.58,0
9,Topic_2,2,53.29017156511873,0.68,1
9,Topic_2,2,67.27099225941713,0.57,1
9,Topic_4,1,54.97837001840189,0.59,0
9,Topic_1,2,51.73962642704531,0.66,0
9,Topic_0,1,60.36329185009137,0.68,1
9,Topic_7,2,44.0640970777968,0.63,0
9,Topic_2,1,47.071194329762655,0.63,1
10,Topic_0,2,64.8869447487325,0.54,1
10,Topic_8,2,56.468765671301675,0.51,0
10,Topic_5,3,30.670853605348483,0.49,0
10,Topic_1,2,47.40262128821749,0.51,0
10,Topic_2,1,52.42837618157674,0.58,1
10,Topic_1,3,53.11363404668121,0.55,1
10,Topic_1,2,29.554891983906266,0.69,0
10,Topic_9,1,35.6563312882324,0.63,0
10,Topic_0,3,59.63706590413626,0.6,1
10,Topic_6,3,64.45964468521264,0.61,0
10,Topic_4,3,67.86397016464753,0.71,1
10,Topic_2,1,75.18819001580755,0.63,1
10,Topic_7,1,57.115141303914534,0.7,1
10,Topic_4,1,62.69372672909397,0.72,0
10,Topic_0,2,76.64549762934334,0.68,1
10,Topic_5,2,42.919980922936304,0.72,1
10,Topic_0,3,76.50896410141965,0.72,1
10,Topic_3,1,81.17564063897184,0.75,1
10,Topic_9,3,62.857495196685996,0.78,1
10,Topic_9,1,73.2712658214497,0.71,0
10,Topic_1,3,76.28973174262549,0.74,1
10,Topic_7,2,91.36927353636878,0.78,1
10,Topic_4,1,56.72068933261903,0.71,1
10,Topic_7,3,55.55598834736677,0.85,1
10,Topic_8,1,46.71126006061081,0.87,1
10,Topic_0,1,85.65920058872888,0.87,0
10,Topic_7,2,93.79330323329626,0.86,1
10,Topic_3,2,52.99344889813836,0.83,1
10,Topic_3,1,60.54095087204441,0.89,1
10,Topic_7,1,69.62895802442327,0.86,1
10,Topic_5,2,63.61572715662248,0.93,1
10,Topic_4,2,80.60487817744436,0.99,1
10,Topic_6,3,55.92713286762926,0.88,1
10,Topic_0,2,60.452423588026875,0.93,1
10,Topic_6,1,33.750331886718044,0.92,1
10,Topic_1,1,62.91911182855864,0.97,1
10,Topic_7,3,52.95671731408,0.97,1
10,Topic_8,2,28.982179103460115,0.95,1
10,Topic_6,1,49.95884707751172,1.01,1
10,Topic_1,1,64.3309859207994,1.02,1
10,Topic_5,2,80.10675669034717,0.97,1
10,Topic_2,1,72.80569568524243,1.01,1
10,Topic_8,1,27.5667116862331,0.99,1
10,Topic_3,3,61.697013565199576,0.96,1
10,Topic_6,3,37.294284110807595,1.01,1
10,Topic_7,1,67.63087534844901,0.98,1
10,Topic_2,1,62.20189517978324,1.04,1
10,Topic_0,1,41.92494718351459,0.96,1
10,Topic_1,1,55.39678276968941,0.99,1
10,Topic_8,3,50.249961287648105,1.07,1
11,Topic_9,3,60.8336333999724,0.86,0
11,Topic_1,2,74.29704950869868,0.76,1
11,Topic_8,1,42.844106890190076,0.77,1
11,Topic_3,3,23.213896148516064,0.86,1
11,Topic_4,3,30.60914660863884,0.84,0
11,Topic_0,3,57.47115568783877,0.78,1
11,Topic_4,1,42.095447523652794,0.88,0
11,Topic_2,3,38.854593456997996,0.87,1
11,Topic_8,3,82.44010819075767,0.89,1
11,Topic_4,1,32.46513550706945,0.94,1
11,Topic_5,2,68.6525725181189,0.78,1
11,Topic_7,1,43.41442997271096,0.91,1
11,Topic_5,3,79.65463119179412,1.0,1
11,Topic_9,1,66.54637694239618,1.02,1
11,Topic_7,2,35.56664724638228,1.03,1
11,Topic_6,1,47.85594720117531,1.0,1
11,Topic_0,1,60.4192718286669,1.02,1
11,Topic_9,2,43.5278178295373,0.98,1
11,Topic_6,2,59.391422598822366,0.94,1
11,Topic_8,2,70.45431606766104,0.98,1
11,Topic_3,1,58.39046783993657,1.02,1
11,Topic_2,1,99.49386655394777,0.91,1
11,Topic_8,2,56.71265970430407,1.06,1
11,Topic_2,1,47.099087173153876,1.03,1
11,Topic_5,3,30.310502844363185,1.04,1
11,Topic_2,3,91.1112400462496,0.95,1
11,Topic_9,2,70.65498744357939,1.04,1
11,Topic_4,1,89.4103690824157,1.06,1
11,Topic_3,1,61.27174296965938,1.0,1
11,Topic_6,1,63.8060949224186,1.02,1
